NAME,the_geom,ADDRESS1,ADDRESS2,CITY,ZIP,long,lat
Bag One Arts,POINT (-73.97606171702485 40.78195247672717),110 W 79th St,,Manhattan,10024,-73.97606172,40.78195248
Balalaika Arts & Crafts From Russia & Former Ussr,POINT (-73.94657505515615 40.78336844632731),313 E 95th St,,Manhattan,10128,-73.94657506,40.78336845
BALMAR REALTY,POINT (-73.9690646648923 40.75945091322308),155 E 55TH ST,,Manhattan,10022,-73.96906466,40.75945091
Barbara Gladstone Gallery,POINT (-74.00450714605243 40.748880397450456),515 W 24th St,,Manhattan,10011,-74.00450715,40.7488804
Baron Boisante Editions,POINT (-74.00725575414192 40.72988710604914),421 Hudson St,,Manhattan,10014,-74.00725575,40.72988711
Barrington Gallery of London Ltd,POINT (-73.97908152115053 40.756502433488485),572 5th Ave,,Manhattan,10036,-73.97908152,40.75650243
Bayo Studios,POINT (-73.93513085993379 40.70365264266154),210 Varet Street,,Brooklyn,11206,-73.93513086,40.70365264
Beadleston Gallery,POINT (-73.97451739244705 40.7626057748781),724 5th Ave,,Manhattan,10019,-73.97451739,40.76260577
Behr Thyssen Ltd,POINT (-74.00854193445365 40.72216389522143),165 Hudson Street,,Manhattan,10013,-74.00854193,40.7221639
Belanthi,POINT (-73.9929238023326 40.689201818871105),142 Court St,,Brooklyn,11201,-73.9929238,40.68920182
Bellwether Gallery,POINT (-74.0059259359394 40.7447310240188),134 10th Ave,,Manhattan,10011,-74.00592594,40.74473102
Bench Dogs,POINT (-73.96628257552109 40.710321511428695),60 Broadway,,Brooklyn,11211,-73.96628258,40.71032151
Benedetti Gallery Inc,POINT (-73.99603743947266 40.72326204494683),52 Prince St,,Manhattan,10012,-73.99603744,40.72326204
Bernarducci Meisel Gallery,POINT (-73.97603744051094 40.76406500441014),37 W 57th St,,Manhattan,10019,-73.97603744,40.764065
Bernstein David Primitive Art,POINT (-73.96377490774012 40.77042906088558),737 Park Ave,,Manhattan,10021,-73.96377491,40.77042906
Berry-Hill Galleries Inc,POINT (-73.9667430851897 40.770844831227215),11 E 70th St,,Manhattan,10021,-73.96674309,40.77084483
Beverly Sacks Fine Art,POINT (-73.9648004088197 40.76175802302484),229 E 60th St,,Manhattan,10022,-73.96480041,40.76175802
Beyond the Wall,POINT (-73.97967536880768 40.754433283117876),529 5th Ave,Fl 7,Manhattan,10017,-73.97967537,40.75443328
BICYCLE PAINTINGS.COM,POINT (-73.98314702965975 40.71868691762229),106 Ridge Street,,Manhattan,10002,-73.98314703,40.71868692
Big Cat Gallery,POINT (-73.98866228119658 40.72079932966255),154 Orchard Street,,Manhattan,10002,-73.98866228,40.72079933
Bill Bace Gallery,POINT (-74.00271111656463 40.72252116551896),39 Wooster St,,Manhattan,10013,-74.00271112,40.72252117
Bill Hodges Gallery,POINT (-73.97553999334467 40.76343700260623),24 W 57th St,,Manhattan,10019,-73.97553999,40.763437
Bitforms,POINT (-74.00682960405737 40.74649787405831),529 W 20th St,,Manhattan,10011,-74.0068296,40.74649787
Black & Black Art Gallery,POINT (-73.7933657552114 40.70542390024909),9215 Merrick Blvd,,Jamaica,11433,-73.79336576,40.7054239
Black & White Gallery Inc,POINT (-73.95464222868095 40.718442376759846),483 Driggs Ave,,Brooklyn,11211,-73.95464223,40.71844238
Bleier Milton A Corp,POINT (-73.97287192878989 40.75960676311047),386 Park Ave,,```````````````````````````,10016,-73.97287193,40.75960676
Blue Mountain Gallery Inc,POINT (-74.00476841500598 40.74923625162883),530 W 25th St,,Manhattan,10001,-74.00476842,40.74923625
Bodanna Inc,POINT (-73.9841197487225 40.726527210577046),123 E 7th St,,Manhattan,10009,-73.98411975,40.72652721
Bolivar Arellano Gallery,POINT (-73.98391618028155 40.72761183175187),420 E 9th St,,Manhattan,10009,-73.98391618,40.72761183
Bonakdar Jancou Gallery,POINT (-74.00611785599605 40.74700168705312),521 W 21st St,,Manhattan,10011,-74.00611786,40.74700169
BORDEN JANET INC,POINT (-73.99768478344558 40.72404630376343),560 BROADWAY,,Manhattan,10012,-73.99768478,40.7240463
Bose Pacia Modern,POINT (-74.00359348605816 40.74976022129376),508 W 26th St,,Manhattan,10001,-74.00359349,40.74976022
Bound and Unbound,POINT (-74.00687162371617 40.75159814355892),601 W. 26th St,12th Fl.,Manhattan,10001,-74.00687162,40.75159814
Bowery Gallery,POINT (-74.0048454378513 40.7492698417932),530 W 25th St,,Manhattan,10001,-74.00484544,40.74926984
Brenda Taylor Gallery,POINT (-74.00382577002729 40.74935024583751),511 W. 25th Street,#401,Manhattan,10001,-74.00382577,40.74935025
Bridgewater Gallery of Fine Arts Inc,POINT (-73.98412586213658 40.72292592490373),176 East 3rd Street,Suite 5G,Manhattan,10009,-73.98412586,40.72292592
Bronx River Art Center,POINT (-73.87815507293308 40.84059708783155),1087 East Tremont Ave,,Bronx,10460,-73.87815507,40.84059709
Brooke Alexander Gallery,POINT (-74.00226165676219 40.72320925083491),59 Wooster St.,,Manhattan,10012,-74.00226166,40.72320925
Brooklyn Arts Exchange,POINT (-73.98543282004819 40.66976941835214),421 Fifth Ave.,,Brooklyn,11215,-73.98543282,40.66976942
Brooklyn Fireproof,POINT (-73.92918028109621 40.70788792853058),119 Ingraham St,(at Porter Ave),Brooklyn,11237,-73.92918028,40.70788793
Broome Street Gallery the,POINT (-74.00262453001721 40.723386285969056),498 Broome St,,Manhattan,10013,-74.00262453,40.72338629
Bruce Palmer Galleries,POINT (-73.97712674122711 40.79219979489217),180 Riverside Drive,#6E,Manhattan,10024,-73.97712674,40.79219979
Bruce Silverstein Gallery,POINT (-74.00514718956966 40.74712572614031),504 W. 22nd St.,,Manhattan,10011,-74.00514719,40.74712573
Bruton Gallery Inc,POINT (-73.96984506060707 40.764310982455726),40 E 61st St,Apt 12A,Manhattan,10021,-73.96984506,40.76431098
Buzzco Assoc Inc,POINT (-73.99375528599944 40.72583066510465),33 Bleecker St,,Manhattan,10012,-73.99375529,40.72583067
C & M Arts,POINT (-73.96202951033725 40.775617472779885),45 E. 78th St.,,Manhattan,10021,-73.96202951,40.77561747
Caelum Gallery,POINT (-74.00446731782955 40.75002305381688),526 W 26th St,,Manhattan,10001,-74.00446732,40.75002305
Caldwell Snyder Gallery,POINT (-74.00041760702801 40.72589116418898),451 W Broadway,,Manhattan,10012,-74.00041761,40.72589116
Candyland Films,POINT (-74.00091721530092 40.72028153197904),446 Broadway,,Manhattan,10013,-74.00091722,40.72028153
Caravan International Co,POINT (-73.9535025179309 40.77813815345596),210 E 86th St,,Manhattan,10028,-73.95350252,40.77813815
Carboni Inc,POINT (-73.98021697964026 40.755459551878126),2 W 45th St,Ste 1702,Manhattan,10036,-73.98021698,40.75545955
Carley Ann M Atty,POINT (-73.9973611388614 40.722633690350754),73 Spring St,,Manhattan,10012,-73.99736114,40.72263369
Carlton Rochell,POINT (-73.97170663665887 40.76238724724583),41 E 57th St,,Manhattan,10022,-73.97170664,40.76238725
Carnegie Frame Inc,POINT (-73.98077111551655 40.76385541238935),160 W 55th St,,Manhattan,10019,-73.98077112,40.76385541
Cartoon Gallery,POINT (-73.84605039041223 40.720381392925155),7028 Austin St,,Forest Hills,11375,-73.84605039,40.72038139
Cartoonews Gallery,POINT (-73.974107770942 40.76231329247612),721 5th Ave,,Manhattan,10022,-73.97410777,40.76231329
Casa Linda Galleries Inc,POINT (-73.9473830025364 40.78335247304253),300 E 95th St,,Manhattan,10128,-73.947383,40.78335247
Casey M Kaplan Inc,POINT (-74.00652923481697 40.741132496582004),416 W 14th St,,Manhattan,10014,-74.00652923,40.7411325
Catherine Conway Inc,POINT (-73.9982052041324 40.73684463256616),112 W 13th St,,Manhattan,10011,-73.9982052,40.73684463
Cavaliero Fine Arts,POINT (-73.99156925539044 40.75282326623039),242 W 36th St,,Manhattan,10018,-73.99156926,40.75282327
Cavin-Morris,POINT (-73.9977986844257 40.723899092548244),560 Broadway,Ste.405B,Manhattan,10012,-73.99779868,40.72389909
Cds Gallery,POINT (-73.96117091996693 40.77570413829265),74 E 79th St,,Manhattan,10075,-73.96117092,40.77570414
Celtic Art,POINT (-73.94476783424302 40.746401426012),2415 Jackson Ave,,Long Island City,11101,-73.94476783,40.74640143
Century Artists Inc,POINT (-74.00473558135599 40.74941972749017),530 W 25th St,,Manhattan,10001,-74.00473558,40.74941973
Ceres Gallery,POINT (-74.00452368669892 40.7513240583896),547 W 27th St,,Manhattan,10001,-74.00452369,40.75132406
Ceres Gallery,POINT (-73.99703728520817 40.72479496325291),584 Broadway,,Manhattan,10012,-73.99703729,40.72479496
Cfm Gallery,POINT (-73.99942509620003 40.7245719123004),112 Greene St,,Manhattan,10012,-73.9994251,40.72457191
Chappell Gallery,POINT (-74.00446166325382 40.75015743023644),526 W 26th St,,Manhattan,10001,-74.00446166,40.75015743
Chat Noir Design,POINT (-73.93207458950114 40.859297374170694),295 Bennett Ave,Apt 3A,Manhattan,10040,-73.93207459,40.85929737
Cheim & Read,POINT (-74.00513583496961 40.75001940951716),547 W 25th St,,Manhattan,10001,-74.00513583,40.75001941
Chelsea Ceramic Guild,POINT (-73.99869441074755 40.74238759923636),233 W 19th St,,Manhattan,10011,-73.99869441,40.7423876
China 2000,POINT (-73.97319626715543 40.76285383147861),5 E 57th St,,Manhattan,10022,-73.97319627,40.76285383
China 2000 Fine Arts,POINT (-73.95334298863992 40.76900975698234),434A East 75th Street,,Manhattan,10021,-73.95334299,40.76900976
Chinatown Frame & Art Inc,POINT (-73.99658767895113 40.71670513429927),40 Elizabeth St,,Manhattan,10013,-73.99658768,40.71670513
Chinoh Art Gallery,POINT (-73.99315955728967 40.73615406197117),69 5th Ave,,Manhattan,10003,-73.99315956,40.73615406
Chowder Inc,POINT (-73.9928117143286 40.73915340718913),15 W 18th St,,Manhattan,10011,-73.99281171,40.73915341
Christiane Nienaber Contemporary Art,POINT (-73.99227383034534 40.72199731357535),191 Chrystie St,,Manhattan,10002,-73.99227383,40.72199731
Christine Burgin Gallery,POINT (-73.99954508014842 40.741998855079025),243 W 18th St,,Manhattan,10011,-73.99954508,40.74199886
Cinque Gallery,POINT (-73.99759293518275 40.723977353489985),560 BROADWAY,,Manhattan,10012,-73.99759294,40.72397735
Claire Oliver Fine Arts Inc,POINT (-74.00338485238753 40.750088833951594),513 West 26th Street,,Manhattan,10001,-74.00338485,40.75008883
Clampart,POINT (-74.0046388004567 40.74977517556294),531 W 25th St,,Manhattan,10001,-74.0046388,40.74977518
Clementine Gallery,POINT (-74.00610794104533 40.75209329454193),623 W 27th St,,Manhattan,10001,-74.00610794,40.75209329
Clinton Hill Simply Art & Framing,POINT (-73.96081858855342 40.69419973833638),583 Myrtle Ave,,Brooklyn,11205,-73.96081859,40.69419974
Coda Gallery,POINT (-74.00156428959271 40.7228952359004),472 Broome St,,Manhattan,10013,-74.00156429,40.72289524
Cole Sylvan Gallery,POINT (-73.97735639962028 40.764657700242466),101 W 57th St,,Manhattan,10019,-73.9773564,40.7646577
College of Staten Island - Center for the Arts,POINT (-74.14969498644858 40.59966211624753),2800 Victory Blvd.,,Staten Island,10314,-74.14969499,40.59966212
Columbia University - Miriam and Ira D.Wallach Art Gallery,POINT (-73.96041689796523 40.80854103175546),1190 Amsterdam Ave,Schermerhorn Hall,Manhattan,10025,-73.9604169,40.80854103
Columbus Art Gallery Inc,POINT (-73.97130508413868 40.78831274243924),588 Columbus Ave,,Manhattan,10024,-73.97130508,40.78831274
Columbus Circle Gallery,POINT (-73.98122765129693 40.767337596838594),1800 Broadway,,Manhattan,10019,-73.98122765,40.7673376
Commerce Graphics Ltd Inc,POINT (-73.95232972645383 40.76774167526338),504 E 74th St,,Manhattan,10021,-73.95232973,40.76774168
Common Ground,POINT (-73.99533452627297 40.7386880809658),55 W 16th St,,Manhattan,10011,-73.99533453,40.73868808
Conner Rosenkranz,POINT (-73.96490958939056 40.77346565558056),19 E 74th St,,Manhattan,10021,-73.96490959,40.77346566
Contemporary African Art,POINT (-73.96880031818482 40.80321373735236),330 W 108th St,,Manhattan,10025,-73.96880032,40.80321374
Contemporary art gallery in Chelsea. Wooster Gardens,POINT (-73.99759430263842 40.72367259056902),558 Broadway,,Manhattan,10012,-73.9975943,40.72367259
Cook Fine Art,POINT (-73.96110242662888 40.77724263728855),1063 Madison Ave,,Manhattan,10028,-73.96110243,40.77724264
Coploff Gallery,POINT (-74.00455453174276 40.75002046684971),526 W. 26th Street,,Manhattan,10001,-74.00455453,40.75002047
Cordier & Ekstrom Inc,POINT (-73.95352973471765 40.76951265923006),417 E 75th St,,Manhattan,10021,-73.95352973,40.76951266
"Corning Gallery at Steuben, The",POINT (-73.97028166426591 40.76449624945973),667 Madison Ave.,,Manhattan,10017,-73.97028166,40.76449625
Cowles Charles Gallery Inc,POINT (-74.00542084214204 40.74933735680623),537 W 24th St,,Manhattan,10011,-74.00542084,40.74933736
Creative Art USA Inc,POINT (-74.0049746202106 40.726154556319926),30 Vandam St,,Manhattan,10013,-74.00497462,40.72615456
Crg Art Gallery,POINT (-74.00613861893268 40.747791970281675),535 W 22nd St,,Manhattan,10011,-74.00613862,40.74779197
Criswick Assoc,POINT (-73.97180489195577 40.749019477708224),325 E 41st St,Apt 1108,Manhattan,10017,-73.97180489,40.74901948
Crown Art Gallery Inc,POINT (-73.98510259493322 40.7606295440217),1609 Broadway,,Manhattan,10019,-73.98510259,40.76062954
Crystal Art Gallery,POINT (-73.9884446804236 40.74413705033391),230 5th Ave,,Manhattan,10001,-73.98844468,40.74413705
Cuban Art Space,POINT (-73.99422632616184 40.748659539526265),231 West 29th Street,4 Fl,Manhattan,10001,-73.99422633,40.74865954
Cuchifritos,POINT (-73.98763036458672 40.719134872515085),120 Essex St,,Manhattan,10002,-73.98763036,40.71913487
Culture Art Gallery Llc,POINT (-74.0013730500698 40.72477529364541),415 W Broadway,,Manhattan,10012,-74.00137305,40.72477529
Culture Crossing Inc,POINT (-73.95466929760467 40.785582110662745),40 E 94th St,Apt 29D,Manhattan,10128,-73.9546693,40.78558211
Curatorial Art Advisory Service,POINT (-73.991839113497 40.73721433725364),5 E 16th St,,Manhattan,10003,-73.99183911,40.73721434
Cypher Editions,POINT (-74.0030602341102 40.721523477818316),22 Wooster St,Apt 5,Manhattan,10013,-74.00306023,40.72152348
Czech Center,POINT (-73.95642199661727 40.76912228742895),321 E 73rd St,,Manhattan,10021,-73.956422,40.76912229
Dactyl Foundation for the Arts,POINT (-74.00318448262557 40.72232071981226),64 Grand St.,,Manhattan,10013,-74.00318448,40.72232072
Dai Ichi Arts,POINT (-73.96959312029144 40.753954555993076),249 E 48th St,,Manhattan,10017,-73.96959312,40.75395456
Dalva Brothers Inc,POINT (-73.96290104490528 40.77466684832077),52 East 77th Street,,Manhattan,10075,-73.96290104,40.77466685
D'amelio-Terras,POINT (-74.0055520248167 40.74761065159657),525 W 22nd St,,Manhattan,10011,-74.00555202,40.74761065
Damp Frog Productions Inc,POINT (-73.99227135502149 40.714570461315674),1 Orchard St,,Manhattan,10002,-73.99227136,40.71457046
Danese,POINT (-74.00526783363229 40.74917263162958),535 W 24th St,,Manhattan,10011,-74.00526783,40.74917263
Danette Koke Fine Art,POINT (-74.00855042211563 40.736795505405766),55 Bethune St,# 318-C,Manhattan,10014,-74.00855042,40.73679551
Daniel H Roberts Studio,POINT (-74.00910862531528 40.723234499825296),9 Desbrosses Street,,Manhattan,10013,-74.00910863,40.7232345
David Killen Fine Arts,POINT (-73.95066796118358 40.782015393252806),1641 3rd Ave,,Manhattan,10128,-73.95066796,40.78201539
David Nolan New York,POINT (-74.00267817786079 40.752214461415825),527 W 29th St,,Manhattan,10001,-74.00267818,40.75221446
Davis Leron Galries,POINT (-73.96910832179955 40.76723679475443),746 Madison Ave,,Manhattan,10021,-73.96910832,40.76723679
DC Moore Gallery,POINT (-73.97447205322294 40.76266950704102),724 5th Ave,,Manhattan,10019,-73.97447205,40.76266951
Dca Gallery,POINT (-74.00542351894609 40.74755765301907),525 W 22nd St,,Manhattan,10011,-74.00542352,40.74755765
De Nagy Tibor Art Gallery,POINT (-73.97457852897854 40.76270743101199),724 5th Ave,,Manhattan,10019,-73.97457853,40.76270743
Dean Andree M,POINT (-73.9570627331135 40.77982311306998),1035 Park Ave,,Manhattan,10028,-73.95706273,40.77982311
Debs & Co,POINT (-74.00385234258083 40.750174752747),531 W 26th St,,Manhattan,10001,-74.00385234,40.75017475
Greer Gallery Inc,POINT (-74.00186315287489 40.7239389109311),81 Wooster St,,Manhattan,10012,-74.00186315,40.72393891
Grimm Jay Gallery,POINT (-74.00212168209907 40.7510595149452),505 W 28th St,,Manhattan,10001,-74.00212168,40.75105951
Guggenheim Asher Assocs Inc,POINT (-73.9990622110042 40.7372488643944),138 W 13th St,,Manhattan,10011,-73.99906221,40.73724886
Guggenheim Asher Assocs Inc,POINT (-73.99910998490243 40.73718457573518),138 W 13th St,,Manhattan,10011,-73.99910998,40.73718458
Guy Regal Ltd,POINT (-73.96495626685143 40.76188643835601),223 E 60th St,,Manhattan,10022,-73.96495627,40.76188644
Hall & Knight U S A Ltd,POINT (-73.96794454875419 40.768910155623715),21 E 67th St,,Manhattan,10021,-73.96794455,40.76891016
Hammer Galleries,POINT (-73.975734568345 40.76401470369091),33 W 57th St,,Manhattan,10019,-73.97573457,40.7640147
Hanover Sq Gallery,POINT (-73.97128381308526 40.676988341293075),202 Park Place,,Brooklyn,11238,-73.97128381,40.67698834
Harari & Johns Inc,POINT (-73.95977553480449 40.778105575324446),63 E 82nd St,,Manhattan,10028,-73.95977553,40.77810558
Harlan & Weaver Intaglio,POINT (-73.99305508913066 40.71550207928403),83 Canal St,,Manhattan,10002,-73.99305509,40.71550208
Harlem Art Gallery,POINT (-73.94805168745432 40.8036180850416),86 W 119th St,,Manhattan,10026,-73.94805169,40.80361809
Hazlitt Gooden & Fox,POINT (-73.9640012351852 40.77471647280008),17 E 76th St,,Manhattan,10021,-73.96400124,40.77471647
Healing Arts,POINT (-73.96002001571911 40.71967845207522),135 Wythe Ave.,,Brooklyn,11211,-73.96002002,40.71967845
Heilman Phillip Douglas,POINT (-73.92493699902394 40.6984896734577),1336 Dekalb Ave,,Brooklyn,11221,-73.924937,40.69848967
Heller Gallery,POINT (-74.0067206428654 40.74120764729715),420 W. 14th St.,,Manhattan,10014,-74.00672064,40.74120765
Helly Nahmad Gallery Inc,POINT (-73.96323779489721 40.774416430969474),975 Madison Ave,,Manhattan,10021,-73.96323779,40.77441643
Hemingway African Gallery,POINT (-73.9655457665656 40.7581241408079),1050 2nd Ave,,Manhattan,10022,-73.96554577,40.75812414
Henoch Gallery,POINT (-74.0053147575198 40.75002818583608),555 W 25th St,,Manhattan,10001,-74.00531476,40.75002819
Hirschl & Adler Galleries,POINT (-73.96647641081128 40.77076084144848),21 E. 70th St.,,Manhattan,10021,-73.96647641,40.77076084
Historical Design Collection Inc,POINT (-73.96284773040335 40.761389379957556),306 E 61st St,,Manhattan,10021,-73.96284773,40.76138938
Hochman Irena Fine Art Ltd,POINT (-73.96078341201554 40.77848561052193),1100 Madison Ave,Ph,Manhattan,10028,-73.96078341,40.77848561
HOFFELD JEFFREY & CO,POINT (-73.94890830099149 40.77816244331415),360 E 88TH ST,,Manhattan,10128,-73.9489083,40.77816244
Holmberg I,POINT (-73.98065901634286 40.75150284613401),280 Madison Ave,,Manhattan,10016,-73.98065902,40.75150285
Honda Fine Art,POINT (-73.99246319880072 40.72642837625517),55 Great Jones St,,Manhattan,10012,-73.9924632,40.72642838
Hoorn-Ashby Gallery,POINT (-73.96860379433987 40.767882883252746),766 Madison Ave,,Manhattan,10021,-73.96860379,40.76788288
Horan Vivian Fine Art,POINT (-73.9670738408604 40.768537070095064),35 E 67th St,,Manhattan,10021,-73.96707384,40.76853707
Horus Art Enterprises,POINT (-73.96351076201721 40.764803819817715),200 E 65th St,,Manhattan,10021,-73.96351076,40.76480382
Howard Greenberg Gallery,POINT (-73.97186782969052 40.76244504777328),41 E 57th St,,Manhattan,10022,-73.97186783,40.76244505
Howard Nowes Ancient Art,POINT (-73.98814826963647 40.74691119903928),1220 Broadway,,Manhattan,10001,-73.98814827,40.7469112
Howard Scott Gallery,POINT (-73.95345448354107 40.77461119589775),303 East 81st Street,,Manhattan,10028,-73.95345448,40.7746112
Hubert Gallery,POINT (-73.96187638479367 40.776947514032074),1046 Madison Ave,,Manhattan,10075,-73.96187638,40.77694751
Hubert Gallery North,POINT (-73.96193403425211 40.776872063779045),1046 Madison Ave,,Manhattan,10021,-73.96193403,40.77687206
Hut Gallery the,POINT (-73.98698065821226 40.688071767104695),84 Hoyt St,,Brooklyn,11201,-73.98698066,40.68807177
Hutton Leonard Galleries,POINT (-73.97191597124912 40.76237510383545),41 E 57th St,,Manhattan,10022,-73.97191597,40.7623751
Hutton Leonard Galleries Facs,POINT (-73.97196242180334 40.76231286147938),41 E 57th St,,Manhattan,10022,-73.97196242,40.76231286
Hw Gerst,POINT (-73.96458035810642 40.77531717502446),955 5th Ave,,Manhattan,10021,-73.96458036,40.77531718
I & L Image Corp,POINT (-74.00694991806704 40.74654218708572),529 W 20th St,,Manhattan,10011,-74.00694992,40.74654219
I C Editions,POINT (-74.00516169402023 40.748773512319616),522 West 24 Street,,Manhattan,10011,-74.00516169,40.74877351
I Perry,POINT (-74.00978326525507 40.72561866772278),481 Washington St,,Manhattan,10013,-74.00978327,40.72561867
Illustration House Inc,POINT (-73.99252245382793 40.74424858093448),110 W 25th St,,Manhattan,10001,-73.99252245,40.74424858
Images Corporate Art Services,POINT (-73.96308722144697 40.75708480426336),400 E 56th St,,Manhattan,10022,-73.96308722,40.7570848
Incredibleart.Com Inc,POINT (-74.0020440530794 40.72091220652958),25 Mercer St,,Manhattan,10013,-74.00204405,40.72091221
Indians On Columbus,POINT (-73.97464955491265 40.783734791519265),452 Columbus Ave,,Manhattan,10024,-73.97464955,40.78373479
Infinity Fine Arts Inc,POINT (-74.00371024848562 40.749516496539414),511 W 25th St,,Manhattan,10001,-74.00371025,40.7495165
Inner City Art Gallery Inc,POINT (-73.94456809199143 40.81352929524498),2251 Adam Clayton Powell Jr Blvd,,Manhattan,10027,-73.94456809,40.8135293
Innovative Art Gallery Inc,POINT (-73.99954513707648 40.73816930578245),154 W 14th St,,Manhattan,10011,-73.99954514,40.73816931
Inter Art Gallery,POINT (-74.00418890924199 40.74805554041248),225 10th Ave,,Manhattan,10011,-74.00418891,40.74805554
International Print Center New York,POINT (-74.00429062364167 40.75004717968598),526 W 26th St,,Manhattan,10001,-74.00429062,40.75004718
Irit Baniel Studio,POINT (-73.95735398174229 40.7164045276523),582 DRIGGS AVENUE,,Brooklyn,11211,-73.95735398,40.71640453
Ise Art Foundation,POINT (-73.99864411855633 40.723922271208345),555 Broadway,,Manhattan,10012,-73.99864412,40.72392227
Isselbacher Gallery Inc,POINT (-73.95822258024364 40.78033056977963),64 E 86th St,,Manhattan,10028,-73.95822258,40.78033057
J Cacciola Galleries,POINT (-74.00583688216618 40.752060917406105),617 W 27th St,,Manhattan,10001,-74.00583688,40.75206092
J M Art Gallery,POINT (-73.98154615389973 40.765825510593395),1760 Broadway,,Manhattan,10019,-73.98154615,40.76582551
Jadite Galleries,POINT (-73.9896747288487 40.76396460949374),413 W 50th St,,Manhattan,10019,-73.98967473,40.76396461
Jain Marunouchi Gallery,POINT (-73.97565215202877 40.763430134805255),24 W 57th St,,Manhattan,10019,-73.97565215,40.76343013
James Cohan Gallery,POINT (-74.00409870159304 40.75039640107759),533 W 26th St,,Manhattan,10001,-74.0040987,40.7503964
James Graham & Sons Gallery,POINT (-73.96267506646566 40.77588115815901),1014 Madison Ave,,Manhattan,10021,-73.96267507,40.77588116
Jane St Lifer Fine Art Inc,POINT (-73.98862441738362 40.77701410325828),140 Riverside Blvd,,Manhattan,10069,-73.98862442,40.7770141
Janoray Charles Llc,POINT (-73.96416053612774 40.7748444073569),11 E 76th St,,Manhattan,10021,-73.96416054,40.77484441
Japanese Art Dealers Assoc of Ny,POINT (-73.96394358993504 40.77479192411187),17 East 76th Street,3rd Fl.,Manhattan,10021,-73.96394359,40.77479192
Jbpa Llc,POINT (-73.9967778291044 40.73683275799809),65 W 13th St,,Manhattan,10011,-73.99677783,40.73683276
Jeff Lewis Studio,POINT (-74.00896057406709 40.72321297846333),9 Desbrosses Street,,Manhattan,10013,-74.00896057,40.72321298
Jeffrey Coploff Fine Art Ltd,POINT (-74.00382218748146 40.749854628383076),508 W 26th St,,Manhattan,10001,-74.00382219,40.74985463
Jimmy's Art Gallery,POINT (-73.98122671271219 40.77815490400495),166 W 72nd St,,Manhattan,10023,-73.98122671,40.7781549
Joan Peck Limited Art Gallery,POINT (-73.97885634594451 40.77350103659161),1 W 67th St,,Manhattan,10023,-73.97885635,40.77350104
Joan Whalen Fine Art,POINT (-73.97556493500292 40.763387047022924),24 W. 57th St.,#507,Manhattan,10019,-73.97556494,40.76338705
John Elder Gallery,POINT (-74.00677134356313 40.74664084459763),529 W 20th St,,Manhattan,10011,-74.00677134,40.74664084
John McEnroe Gallery,POINT (-74.00213615731462 40.72208698618874),41 Greene St.,,Manhattan,10013,-74.00213616,40.72208699
John Stevenson Gallery,POINT (-74.0000774177737 40.745726964723296),338 W 23rd St,,Manhattan,10011,-74.00007742,40.74572696
Jonathan Shorr Gallery,POINT (-73.99657105382644 40.72411874896452),109 Crosby St,,Manhattan,10012,-73.99657105,40.72411875
Judaica Illuminations,POINT (-73.96395886372667 40.61677557755918),1664 Coney Island Ave,,Brooklyn,11230,-73.96395886,40.61677558
Julie Artisans Gallery,POINT (-73.96866769882247 40.76778190375854),762 Madison Ave,,Manhattan,10065,-73.9686677,40.7677819
Julie Saul Gallery,POINT (-74.00619865854952 40.747897917029235),535 W 22nd St,,Manhattan,10011,-74.00619866,40.74789792
JUNE BATEMAN FINE  GALLERY,POINT (-73.98937070413018 40.74367565231837),1133 BROADWAY,,Manhattan,10010,-73.9893707,40.74367565
K S Art,POINT (-74.00518747584822 40.71764123916027),73 Leonard St,,Manhattan,10013,-74.00518748,40.71764124
Kahan Fine Art Galleries Ltd,POINT (-73.95504392869945 40.76682971486002),422 E 72nd St,,Manhattan,10021,-73.95504393,40.76682971
Kaller-Kimche R Inc,POINT (-73.96473207114876 40.77345637212837),23 E 74th St,Apt 8E,Manhattan,10021,-73.96473207,40.77345637
Kang Byung,POINT (-73.96128970630069 40.77867171291437),9 E 82nd St,,Manhattan,10028,-73.96128971,40.77867171
Kapoor Galleries Inc,POINT (-73.96257906971837 40.77523960172669),40 E 78th St,,Manhattan,10021,-73.96257907,40.7752396
Kashya Hildebrand,POINT (-74.00443296960334 40.749689464502005),531 W 25th St,,Manhattan,10001,-74.00443297,40.74968946
Katherine Blackburne Studios,POINT (-74.0092436136626 40.72325270997295),9 Desbrosses Street,,Manhattan,10013,-74.00924361,40.72325271
Kathryn Markel Fine Arts Inc,POINT (-74.00693865733352 40.74671946685839),529 W 20th St,,Manhattan,10011,-74.00693866,40.74671947
Katz Steven,POINT (-73.98920391142987 40.73552235994015),32 Union Sq,,Manhattan,10001,-73.98920391,40.73552236
Keats R Stuart,POINT (-73.97949841195816 40.747763911829956),120 E 36th St,,Manhattan,10016,-73.97949841,40.74776391
Keith Copley Gallery,POINT (-74.00074259197737 40.75569251417376),545 W 34th St,,Manhattan,10001,-74.00074259,40.75569251
Keith de Lellis Gallery,POINT (-73.96155651636568 40.77664162052785),1045 MADISON AVENUE,#3,Manhattan,10075,-73.96155652,40.77664162
Kelly June Gallery,POINT (-73.99753864716389 40.72507391316515),591 Broadway,,Manhattan,10012,-73.99753865,40.72507391
Kem Art Studio,POINT (-73.99409339068872 40.73593099214826),80 5TH AVE RM 1506,,Manhattan,10011,-73.99409339,40.73593099
